"","index","Timestamp","T_72","T_48","T_24","T_3","T_2","T_1","T_0","Sun","Mon","Tue","Wed","Thu","Fri","Sat","Closed","OutsideTemperature","Output","ID"
"17325",17325,2015-05-29 17:00:00,63204.413087357,67510.3279059386,62265.5433599803,61595.7933087649,57398.5869308002,53691.8942483019,50964.6381015081,0,0,0,0,0,1,0,0,12,51217.584082846,17397
"17326",17326,2015-05-29 18:00:00,58597.031202967,64506.528091917,63984.4624344178,57398.5869308002,53691.8942483019,50964.6381015081,51217.584082846,0,0,0,0,0,1,0,0,11.05,43852.4546597819,17398
"17327",17327,2015-05-29 19:00:00,54481.2235841959,62487.4676643616,60796.1234138855,53691.8942483019,50964.6381015081,51217.584082846,43852.4546597819,0,0,0,0,0,1,0,0,10,37196.8466686466,17399
"17328",17328,2015-05-29 20:00:00,53661.6679989597,61864.6478423882,53145.1703347603,50964.6381015081,51217.584082846,43852.4546597819,37196.8466686466,0,0,0,0,0,1,0,0,9,35252.0261517564,17400
"17329",17329,2015-05-29 21:00:00,37425.6646790183,42021.3802917323,39832.8937823374,51217.584082846,43852.4546597819,37196.8466686466,35252.0261517564,0,0,0,0,0,1,0,0,9.05,35612.8851460969,17401
"17330",17330,2015-05-29 22:00:00,35015.5190077802,40664.3807817877,35785.4929383935,43852.4546597819,37196.8466686466,35252.0261517564,35612.8851460969,0,0,0,0,0,1,0,0,9,35843.5591542352,17402
"17331",17331,2015-05-29 23:00:00,35782.3112279364,41560.2974179938,36553.8760137783,37196.8466686466,35252.0261517564,35612.8851460969,35843.5591542352,0,0,0,0,0,1,0,0,9,39051.7838651243,17403
"17332",17332,2015-05-30 00:00:00,33259.214835472,41168.4167466968,39241.0956373205,35252.0261517564,35612.8851460969,35843.5591542352,39051.7838651243,0,0,0,0,0,0,1,1,8.8,52115.0915742807,17404
"17333",17333,2015-05-30 01:00:00,44569.6652253153,52675.3377572648,50423.7473238045,35612.8851460969,35843.5591542352,39051.7838651243,52115.0915742807,0,0,0,0,0,0,1,1,8,53916.4699780642,17405
"17334",17334,2015-05-30 02:00:00,42709.9554631521,51199.819532794,52583.8635816238,35843.5591542352,39051.7838651243,52115.0915742807,53916.4699780642,0,0,0,0,0,0,1,1,7,54377.2877092646,17406
"17335",17335,2015-05-30 03:00:00,43974.6853698414,52130.734984028,54247.3678656005,39051.7838651243,52115.0915742807,53916.4699780642,54377.2877092646,0,0,0,0,0,0,1,1,7.1,53306.3769979191,17407
"17336",17336,2015-05-30 04:00:00,41670.3315713012,52186.9452021031,54354.7505935269,52115.0915742807,53916.4699780642,54377.2877092646,53306.3769979191,0,0,0,0,0,0,1,1,7,52016.9888351874,17408
"17337",17337,2015-05-30 05:00:00,45318.6928954196,55687.6221325054,56498.9582990608,53916.4699780642,54377.2877092646,53306.3769979191,52016.9888351874,0,0,0,0,0,0,1,1,6,52899.1180594128,17409
"17338",17338,2015-05-30 06:00:00,64717.8466947747,79317.1251270865,68461.3941900675,54377.2877092646,53306.3769979191,52016.9888351874,52899.1180594128,0,0,0,0,0,0,1,1,5.8,52283.4570859678,17410
"17339",17339,2015-05-30 07:00:00,99298.0016550111,123297.378490228,118239.519433623,53306.3769979191,52016.9888351874,52899.1180594128,52283.4570859678,0,0,0,0,0,0,1,1,7,48623.6946327115,17411
"17340",17340,2015-05-30 08:00:00,110261.910747571,135662.300754055,127882.22325888,52016.9888351874,52899.1180594128,52283.4570859678,48623.6946327115,0,0,0,0,0,0,1,1,6,44710.190770503,17412
"17341",17341,2015-05-30 09:00:00,98481.0974951558,117285.536581575,132125.034153396,52899.1180594128,52283.4570859678,48623.6946327115,44710.190770503,0,0,0,0,0,0,1,1,9,41959.8672228954,17413
"17342",17342,2015-05-30 10:00:00,95876.8674860358,102927.007573849,104759.142512051,52283.4570859678,48623.6946327115,44710.190770503,41959.8672228954,0,0,0,0,0,0,1,1,10,40114.7403003271,17414
"17343",17343,2015-05-30 11:00:00,94477.4451699967,87160.571688865,75793.6459384084,48623.6946327115,44710.190770503,41959.8672228954,40114.7403003271,0,0,0,0,0,0,1,1,13,39399.3857325603,17415
"17344",17344,2015-05-30 12:00:00,88448.3689963681,93009.8812216686,67616.9152062508,44710.190770503,41959.8672228954,40114.7403003271,39399.3857325603,0,0,0,0,0,0,1,1,15.85,39574.3798076997,17416
"17345",17345,2015-05-30 13:00:00,91862.344316815,92007.9075702264,66459.568027488,41959.8672228954,40114.7403003271,39399.3857325603,39574.3798076997,0,0,0,0,0,0,1,1,16,38026.7428128683,17417
"17346",17346,2015-05-30 14:00:00,84594.5222052299,81820.3358291942,61595.7933087649,40114.7403003271,39399.3857325603,39574.3798076997,38026.7428128683,0,0,0,0,0,0,1,1,16,37448.7320798321,17418
"17347",17347,2015-05-30 15:00:00,83194.5696041147,79440.4164072984,57398.5869308002,39399.3857325603,39574.3798076997,38026.7428128683,37448.7320798321,0,0,0,0,0,0,1,1,15.95,36610.8816594677,17419
"17348",17348,2015-05-30 16:00:00,80238.7605894874,75743.2688561713,53691.8942483019,39574.3798076997,38026.7428128683,37448.7320798321,36610.8816594677,0,0,0,0,0,0,1,1,16,36752.2026322697,17420
"17349",17349,2015-05-30 17:00:00,67510.3279059386,62265.5433599803,50964.6381015081,38026.7428128683,37448.7320798321,36610.8816594677,36752.2026322697,0,0,0,0,0,0,1,1,14,39488.7387678966,17421
"17350",17350,2015-05-30 18:00:00,64506.528091917,63984.4624344178,51217.584082846,37448.7320798321,36610.8816594677,36752.2026322697,39488.7387678966,0,0,0,0,0,0,1,1,11.9,41600.3339412454,17422
"17351",17351,2015-05-30 19:00:00,62487.4676643616,60796.1234138855,43852.4546597819,36610.8816594677,36752.2026322697,39488.7387678966,41600.3339412454,0,0,0,0,0,0,1,1,11,41172.3938847681,17423
"17352",17352,2015-05-30 20:00:00,61864.6478423882,53145.1703347603,37196.8466686466,36752.2026322697,39488.7387678966,41600.3339412454,41172.3938847681,0,0,0,0,0,0,1,1,11,40558.3237665517,17424
"17353",17353,2015-05-30 21:00:00,42021.3802917323,39832.8937823374,35252.0261517564,39488.7387678966,41600.3339412454,41172.3938847681,40558.3237665517,0,0,0,0,0,0,1,1,10.2,42809.6490574739,17425
"17354",17354,2015-05-30 22:00:00,40664.3807817877,35785.4929383935,35612.8851460969,41600.3339412454,41172.3938847681,40558.3237665517,42809.6490574739,0,0,0,0,0,0,1,1,11,43412.3180465525,17426
"17355",17355,2015-05-30 23:00:00,41560.2974179938,36553.8760137783,35843.5591542352,41172.3938847681,40558.3237665517,42809.6490574739,43412.3180465525,0,0,0,0,0,0,1,1,11,45046.1263662631,17427
"17356",17356,2015-05-31 00:00:00,41168.4167466968,39241.0956373205,39051.7838651243,40558.3237665517,42809.6490574739,43412.3180465525,45046.1263662631,1,0,0,0,0,0,0,1,10.95,46168.7398725362,17428
"17357",17357,2015-05-31 01:00:00,52675.3377572648,50423.7473238045,52115.0915742807,42809.6490574739,43412.3180465525,45046.1263662631,46168.7398725362,1,0,0,0,0,0,0,1,11,47543.7690750709,17429
"17358",17358,2015-05-31 02:00:00,51199.819532794,52583.8635816238,53916.4699780642,43412.3180465525,45046.1263662631,46168.7398725362,47543.7690750709,1,0,0,0,0,0,0,1,11,48105.6061132836,17430
"17359",17359,2015-05-31 03:00:00,52130.734984028,54247.3678656005,54377.2877092646,45046.1263662631,46168.7398725362,47543.7690750709,48105.6061132836,1,0,0,0,0,0,0,1,10.95,47719.5585778246,17431
"17360",17360,2015-05-31 04:00:00,52186.9452021031,54354.7505935269,53306.3769979191,46168.7398725362,47543.7690750709,48105.6061132836,47719.5585778246,1,0,0,0,0,0,0,1,12,51032.2494487211,17432
"17361",17361,2015-05-31 05:00:00,55687.6221325054,56498.9582990608,52016.9888351874,47543.7690750709,48105.6061132836,47719.5585778246,51032.2494487211,1,0,0,0,0,0,0,1,13,53690.5685356115,17433
"17362",17362,2015-05-31 06:00:00,79317.1251270865,68461.3941900675,52899.1180594128,48105.6061132836,47719.5585778246,51032.2494487211,53690.5685356115,1,0,0,0,0,0,0,1,13.8,54648.7936682687,17434
"17363",17363,2015-05-31 07:00:00,123297.378490228,118239.519433623,52283.4570859678,47719.5585778246,51032.2494487211,53690.5685356115,54648.7936682687,1,0,0,0,0,0,0,1,14,53042.0298874433,17435
"17364",17364,2015-05-31 08:00:00,135662.300754055,127882.22325888,48623.6946327115,51032.2494487211,53690.5685356115,54648.7936682687,53042.0298874433,1,0,0,0,0,0,0,1,14,48920.6542753723,17436
"17365",17365,2015-05-31 09:00:00,117285.536581575,132125.034153396,44710.190770503,53690.5685356115,54648.7936682687,53042.0298874433,48920.6542753723,1,0,0,0,0,0,0,1,13.85,42971.1208631707,17437
"17366",17366,2015-05-31 10:00:00,102927.007573849,104759.142512051,41959.8672228954,54648.7936682687,53042.0298874433,48920.6542753723,42971.1208631707,1,0,0,0,0,0,0,1,14,37595.621045934,17438
"17367",17367,2015-05-31 11:00:00,87160.571688865,75793.6459384084,40114.7403003271,53042.0298874433,48920.6542753723,42971.1208631707,37595.621045934,1,0,0,0,0,0,0,1,14,33479.2831420867,17439
"17368",17368,2015-05-31 12:00:00,93009.8812216686,67616.9152062508,39399.3857325603,48920.6542753723,42971.1208631707,37595.621045934,33479.2831420867,1,0,0,0,0,0,0,1,14.95,33148.1201120123,17440
"17369",17369,2015-05-31 13:00:00,92007.9075702264,66459.568027488,39574.3798076997,42971.1208631707,37595.621045934,33479.2831420867,33148.1201120123,1,0,0,0,0,0,0,1,16,31424.163329351,17441
"17370",17370,2015-05-31 14:00:00,81820.3358291942,61595.7933087649,38026.7428128683,37595.621045934,33479.2831420867,33148.1201120123,31424.163329351,1,0,0,0,0,0,0,1,16,31917.8587352746,17442
"17371",17371,2015-05-31 15:00:00,79440.4164072984,57398.5869308002,37448.7320798321,33479.2831420867,33148.1201120123,31424.163329351,31917.8587352746,1,0,0,0,0,0,0,1,14.95,32640.637294108,17443
"17372",17372,2015-05-31 16:00:00,75743.2688561713,53691.8942483019,36610.8816594677,33148.1201120123,31424.163329351,31917.8587352746,32640.637294108,1,0,0,0,0,0,0,1,15,34716.1730822765,17444
"17373",17373,2015-05-31 17:00:00,62265.5433599803,50964.6381015081,36752.2026322697,31424.163329351,31917.8587352746,32640.637294108,34716.1730822765,1,0,0,0,0,0,0,1,15,37870.3087153952,17445
"17374",17374,2015-05-31 18:00:00,63984.4624344178,51217.584082846,39488.7387678966,31917.8587352746,32640.637294108,34716.1730822765,37870.3087153952,1,0,0,0,0,0,0,1,14.05,37931.8217842321,17446
"17375",17375,2015-05-31 19:00:00,60796.1234138855,43852.4546597819,41600.3339412454,32640.637294108,34716.1730822765,37870.3087153952,37931.8217842321,1,0,0,0,0,0,0,1,14,40234.0544424676,17447
"17376",17376,2015-05-31 20:00:00,53145.1703347603,37196.8466686466,41172.3938847681,34716.1730822765,37870.3087153952,37931.8217842321,40234.0544424676,1,0,0,0,0,0,0,1,14,39600.0986338944,17448
"17377",17377,2015-05-31 21:00:00,39832.8937823374,35252.0261517564,40558.3237665517,37870.3087153952,37931.8217842321,40234.0544424676,39600.0986338944,1,0,0,0,0,0,0,1,13.2,41224.3618222338,17449
"17378",17378,2015-05-31 22:00:00,35785.4929383935,35612.8851460969,42809.6490574739,37931.8217842321,40234.0544424676,39600.0986338944,41224.3618222338,1,0,0,0,0,0,0,1,13,41804.2285530366,17450
"17379",17379,2015-05-31 23:00:00,36553.8760137783,35843.5591542352,43412.3180465525,40234.0544424676,39600.0986338944,41224.3618222338,41804.2285530366,1,0,0,0,0,0,0,1,13,41531.9271664182,17451
"17380",17380,2015-06-01 00:00:00,39241.0956373205,39051.7838651243,45046.1263662631,39600.0986338944,41224.3618222338,41804.2285530366,41531.9271664182,0,0,0,0,0,0,0,0,13.1,41868.6581897925,17452
"17381",17381,2015-06-01 01:00:00,50423.7473238045,52115.0915742807,46168.7398725362,41224.3618222338,41804.2285530366,41531.9271664182,41868.6581897925,0,0,0,0,0,0,0,0,13,41169.212174311,17453
"17382",17382,2015-06-01 02:00:00,52583.8635816238,53916.4699780642,47543.7690750709,41804.2285530366,41531.9271664182,41868.6581897925,41169.212174311,0,0,0,0,0,0,0,0,13,42337.9604822118,17454
"17383",17383,2015-06-01 03:00:00,54247.3678656005,54377.2877092646,48105.6061132836,41531.9271664182,41868.6581897925,41169.212174311,42337.9604822118,0,0,0,0,0,0,0,0,12.05,42146.5275697108,17455
"17384",17384,2015-06-01 04:00:00,54354.7505935269,53306.3769979191,47719.5585778246,41868.6581897925,41169.212174311,42337.9604822118,42146.5275697108,0,0,0,0,0,0,0,0,12,42797.9827857979,17456
"17385",17385,2015-06-01 05:00:00,56498.9582990608,52016.9888351874,51032.2494487211,41169.212174311,42337.9604822118,42146.5275697108,42797.9827857979,0,0,0,0,0,0,0,0,12,46432.2915553976,17457
"17386",17386,2015-06-01 06:00:00,68461.3941900675,52899.1180594128,53690.5685356115,42337.9604822118,42146.5275697108,42797.9827857979,46432.2915553976,0,0,0,0,0,0,0,0,12.15,54363.765439822,17458
"17387",17387,2015-06-01 07:00:00,118239.519433623,52283.4570859678,54648.7936682687,42146.5275697108,42797.9827857979,46432.2915553976,54363.765439822,0,0,0,0,0,0,0,0,13,52712.9879976736,17459
"17388",17388,2015-06-01 08:00:00,127882.22325888,48623.6946327115,53042.0298874433,42797.9827857979,46432.2915553976,54363.765439822,52712.9879976736,0,0,0,0,0,0,0,0,13,49177.8425373196,17460
"17389",17389,2015-06-01 09:00:00,132125.034153396,44710.190770503,48920.6542753723,46432.2915553976,54363.765439822,52712.9879976736,49177.8425373196,0,0,0,0,0,0,0,0,13.75,44455.1236488605,17461
"17390",17390,2015-06-01 10:00:00,104759.142512051,41959.8672228954,42971.1208631707,54363.765439822,52712.9879976736,49177.8425373196,44455.1236488605,0,0,0,0,0,0,0,0,15,39290.4121494053,17462
"17391",17391,2015-06-01 11:00:00,75793.6459384084,40114.7403003271,37595.621045934,52712.9879976736,49177.8425373196,44455.1236488605,39290.4121494053,0,0,0,0,0,0,0,0,17,38938.0377162837,17463
"17392",17392,2015-06-01 12:00:00,67616.9152062508,39399.3857325603,33479.2831420867,49177.8425373196,44455.1236488605,39290.4121494053,38938.0377162837,0,0,0,0,0,0,0,0,17.2,36374.3745154914,17464
"17393",17393,2015-06-01 13:00:00,66459.568027488,39574.3798076997,33148.1201120123,44455.1236488605,39290.4121494053,38938.0377162837,36374.3745154914,0,0,0,0,0,0,0,0,17,35104.6069005784,17465
"17394",17394,2015-06-01 14:00:00,61595.7933087649,38026.7428128683,31424.163329351,39290.4121494053,38938.0377162837,36374.3745154914,35104.6069005784,0,0,0,0,0,0,0,0,17,35622.6954200063,17466
"17395",17395,2015-06-01 15:00:00,57398.5869308002,37448.7320798321,31917.8587352746,38938.0377162837,36374.3745154914,35104.6069005784,35622.6954200063,0,0,0,0,0,0,0,0,17,38803.3453069339,17467
"17396",17396,2015-06-01 16:00:00,53691.8942483019,36610.8816594677,32640.637294108,36374.3745154914,35104.6069005784,35622.6954200063,38803.3453069339,0,0,0,0,0,0,0,0,17,33953.3580001916,17468
"17397",17397,2015-06-01 17:00:00,50964.6381015081,36752.2026322697,34716.1730822765,35104.6069005784,35622.6954200063,38803.3453069339,33953.3580001916,0,0,0,0,0,0,0,0,16,31542.9471864154,17469
"17398",17398,2015-06-01 18:00:00,51217.584082846,39488.7387678966,37870.3087153952,35622.6954200063,38803.3453069339,33953.3580001916,31542.9471864154,0,0,0,0,0,0,0,0,15.85,30904.4839546946,17470
"17399",17399,2015-06-01 19:00:00,43852.4546597819,41600.3339412454,37931.8217842321,38803.3453069339,33953.3580001916,31542.9471864154,30904.4839546946,0,0,0,0,0,0,0,0,16,31290.5314901537,17471
"17400",17400,2015-06-01 20:00:00,37196.8466686466,41172.3938847681,40234.0544424676,33953.3580001916,31542.9471864154,30904.4839546946,31290.5314901537,0,0,0,0,0,0,0,0,16,25239.9787709398,17472
"17401",17401,2015-06-01 21:00:00,35252.0261517564,40558.3237665517,39600.0986338944,31542.9471864154,30904.4839546946,31290.5314901537,25239.9787709398,0,0,0,0,0,0,0,0,16.05,27509.8640395283,17473
"17402",17402,2015-06-01 22:00:00,35612.8851460969,42809.6490574739,41224.3618222338,30904.4839546946,31290.5314901537,25239.9787709398,27509.8640395283,0,0,0,0,0,0,0,0,16,25504.8561664917,17474
"17403",17403,2015-06-01 23:00:00,35843.5591542352,43412.3180465525,41804.2285530366,31290.5314901537,25239.9787709398,27509.8640395283,25504.8561664917,0,0,0,0,0,0,0,0,16,29605.5506605917,17475
"17404",17404,2015-06-02 00:00:00,39051.7838651243,45046.1263662631,41531.9271664182,25239.9787709398,27509.8640395283,25504.8561664917,29605.5506605917,0,0,1,0,0,0,0,0,15.75,34897.0002932539,17476
"17405",17405,2015-06-02 01:00:00,52115.0915742807,46168.7398725362,41868.6581897925,27509.8640395283,25504.8561664917,29605.5506605917,34897.0002932539,0,0,1,0,0,0,0,0,15,34743.7479062379,17477
"17406",17406,2015-06-02 02:00:00,53916.4699780642,47543.7690750709,41169.212174311,25504.8561664917,29605.5506605917,34897.0002932539,34743.7479062379,0,0,1,0,0,0,0,0,15,32775.3297034577,17478
"17407",17407,2015-06-02 03:00:00,54377.2877092646,48105.6061132836,42337.9604822118,29605.5506605917,34897.0002932539,34743.7479062379,32775.3297034577,0,0,1,0,0,0,0,0,16,33323.9096147659,17479
"17408",17408,2015-06-02 04:00:00,53306.3769979191,47719.5585778246,42146.5275697108,34897.0002932539,34743.7479062379,32775.3297034577,33323.9096147659,0,0,1,0,0,0,0,0,16,34028.9236235472,17480
"17409",17409,2015-06-02 05:00:00,52016.9888351874,51032.2494487211,42797.9827857979,34743.7479062379,32775.3297034577,33323.9096147659,34028.9236235472,0,0,1,0,0,0,0,0,16,47686.1506180253,17481
"17410",17410,2015-06-02 06:00:00,52899.1180594128,53690.5685356115,46432.2915553976,32775.3297034577,33323.9096147659,34028.9236235472,47686.1506180253,0,0,1,0,0,0,0,0,15.1,83715.8398339997,17482
"17411",17411,2015-06-02 07:00:00,52283.4570859678,54648.7936682687,54363.765439822,33323.9096147659,34028.9236235472,47686.1506180253,83715.8398339997,0,0,1,0,0,0,0,0,15,101416.49053435,17483
"17412",17412,2015-06-02 08:00:00,48623.6946327115,53042.0298874433,52712.9879976736,34028.9236235472,47686.1506180253,83715.8398339997,101416.49053435,0,0,1,0,0,0,0,0,15,106445.183911765,17484
"17413",17413,2015-06-02 09:00:00,44710.190770503,48920.6542753723,49177.8425373196,47686.1506180253,83715.8398339997,101416.49053435,106445.183911765,0,0,1,0,0,0,0,0,16.1,93127.3393660424,17485
"17414",17414,2015-06-02 10:00:00,41959.8672228954,42971.1208631707,44455.1236488605,83715.8398339997,101416.49053435,106445.183911765,93127.3393660424,0,0,1,0,0,0,0,0,16,85328.4367506631,17486
"17415",17415,2015-06-02 11:00:00,40114.7403003271,37595.621045934,39290.4121494053,101416.49053435,106445.183911765,93127.3393660424,85328.4367506631,0,0,1,0,0,0,0,0,17,90090.6618772976,17487
"17416",17416,2015-06-02 12:00:00,39399.3857325603,33479.2831420867,38938.0377162837,106445.183911765,93127.3393660424,85328.4367506631,90090.6618772976,0,0,1,0,0,0,0,0,17.9,86212.4219726551,17488
"17417",17417,2015-06-02 13:00:00,39574.3798076997,33148.1201120123,36374.3745154914,93127.3393660424,85328.4367506631,90090.6618772976,86212.4219726551,0,0,1,0,0,0,0,0,19,84085.183389559,17489
"17418",17418,2015-06-02 14:00:00,38026.7428128683,31424.163329351,35104.6069005784,85328.4367506631,90090.6618772976,86212.4219726551,84085.183389559,0,0,1,0,0,0,0,0,20,88657.3013163831,17490
"17419",17419,2015-06-02 15:00:00,37448.7320798321,31917.8587352746,35622.6954200063,90090.6618772976,86212.4219726551,84085.183389559,88657.3013163831,0,0,1,0,0,0,0,0,19.75,86846.3777812283,17491
"17420",17420,2015-06-02 16:00:00,36610.8816594677,32640.637294108,38803.3453069339,86212.4219726551,84085.183389559,88657.3013163831,86846.3777812283,0,0,1,0,0,0,0,0,19,54437.7402079491,17492
"17421",17421,2015-06-02 17:00:00,36752.2026322697,34716.1730822765,33953.3580001916,84085.183389559,88657.3013163831,86846.3777812283,54437.7402079491,0,0,1,0,0,0,0,0,17,51510.0363023593,17493
"17422",17422,2015-06-02 18:00:00,39488.7387678966,37870.3087153952,31542.9471864154,88657.3013163831,86846.3777812283,54437.7402079491,51510.0363023593,0,0,1,0,0,0,0,0,15.9,46852.2773357322,17494
"17423",17423,2015-06-02 19:00:00,41600.3339412454,37931.8217842321,30904.4839546946,86846.3777812283,54437.7402079491,51510.0363023593,46852.2773357322,0,0,1,0,0,0,0,0,14,41295.1548799038,17495
"17424",17424,2015-06-02 20:00:00,41172.3938847681,40234.0544424676,31290.5314901537,54437.7402079491,51510.0363023593,46852.2773357322,41295.1548799038,0,0,1,0,0,0,0,0,12,31045.8049274966,17496
"17425",17425,2015-06-02 21:00:00,40558.3237665517,39600.0986338944,25239.9787709398,51510.0363023593,46852.2773357322,41295.1548799038,31045.8049274966,0,0,1,0,0,0,0,0,13.2,31676.8441681508,17497
"17426",17426,2015-06-02 22:00:00,42809.6490574739,41224.3618222338,27509.8640395283,46852.2773357322,41295.1548799038,31045.8049274966,31676.8441681508,0,0,1,0,0,0,0,0,14,32360.6467738849,17498
"17427",17427,2015-06-02 23:00:00,43412.3180465525,41804.2285530366,25504.8561664917,41295.1548799038,31045.8049274966,31676.8441681508,32360.6467738849,0,0,1,0,0,0,0,0,13,31100.9545754193,17499
"17428",17428,2015-06-03 00:00:00,45046.1263662631,41531.9271664182,29605.5506605917,31045.8049274966,31676.8441681508,32360.6467738849,31100.9545754193,0,0,0,1,0,0,0,0,13.15,39100.8352346709,17500
"17429",17429,2015-06-03 01:00:00,46168.7398725362,41868.6581897925,34897.0002932539,31676.8441681508,32360.6467738849,31100.9545754193,39100.8352346709,0,0,0,1,0,0,0,0,13,39791.0012613192,17501
"17430",17430,2015-06-03 02:00:00,47543.7690750709,41169.212174311,34743.7479062379,32360.6467738849,31100.9545754193,39100.8352346709,39791.0012613192,0,0,0,1,0,0,0,0,12,37787.053958435,17502
"17431",17431,2015-06-03 03:00:00,48105.6061132836,42337.9604822118,32775.3297034577,31100.9545754193,39100.8352346709,39791.0012613192,37787.053958435,0,0,0,1,0,0,0,0,11.05,40150.7996855073,17503
"17432",17432,2015-06-03 04:00:00,47719.5585778246,42146.5275697108,33323.9096147659,39100.8352346709,39791.0012613192,37787.053958435,40150.7996855073,0,0,0,1,0,0,0,0,12,41779.0400119181,17504
"17433",17433,2015-06-03 05:00:00,51032.2494487211,42797.9827857979,34028.9236235472,39791.0012613192,37787.053958435,40150.7996855073,41779.0400119181,0,0,0,1,0,0,0,0,13,49256.8550136704,17505
"17434",17434,2015-06-03 06:00:00,53690.5685356115,46432.2915553976,47686.1506180253,37787.053958435,40150.7996855073,41779.0400119181,49256.8550136704,0,0,0,1,0,0,0,0,13.05,89537.5745428419,17506
"17435",17435,2015-06-03 07:00:00,54648.7936682687,54363.765439822,83715.8398339997,40150.7996855073,41779.0400119181,49256.8550136704,89537.5745428419,0,0,0,1,0,0,0,0,13,101535.009248876,17507
"17436",17436,2015-06-03 08:00:00,53042.0298874433,52712.9879976736,101416.49053435,41779.0400119181,49256.8550136704,89537.5745428419,101535.009248876,0,0,0,1,0,0,0,0,13,94494.1491498964,17508
"17437",17437,2015-06-03 09:00:00,48920.6542753723,49177.8425373196,106445.183911765,49256.8550136704,89537.5745428419,101535.009248876,94494.1491498964,0,0,0,1,0,0,0,0,13.95,102513.12007189,17509
"17438",17438,2015-06-03 10:00:00,42971.1208631707,44455.1236488605,93127.3393660424,89537.5745428419,101535.009248876,94494.1491498964,102513.12007189,0,0,0,1,0,0,0,0,15,92860.3408301858,17510
"17439",17439,2015-06-03 11:00:00,37595.621045934,39290.4121494053,85328.4367506631,101535.009248876,94494.1491498964,102513.12007189,92860.3408301858,0,0,0,1,0,0,0,0,15,85265.0676840596,17511
"17440",17440,2015-06-03 12:00:00,33479.2831420867,38938.0377162837,90090.6618772976,94494.1491498964,102513.12007189,92860.3408301858,85265.0676840596,0,0,0,1,0,0,0,0,15.85,89380.6101602926,17512
"17441",17441,2015-06-03 13:00:00,33148.1201120123,36374.3745154914,86212.4219726551,102513.12007189,92860.3408301858,85265.0676840596,89380.6101602926,0,0,0,1,0,0,0,0,15,88783.5091645139,17513
"17442",17442,2015-06-03 14:00:00,31424.163329351,35104.6069005784,84085.183389559,92860.3408301858,85265.0676840596,89380.6101602926,88783.5091645139,0,0,0,1,0,0,0,0,16,87572.8683355949,17514
"17443",17443,2015-06-03 15:00:00,31917.8587352746,35622.6954200063,88657.3013163831,85265.0676840596,89380.6101602926,88783.5091645139,87572.8683355949,0,0,0,1,0,0,0,0,15.8,83600.5028299305,17515
"17444",17444,2015-06-03 16:00:00,32640.637294108,38803.3453069339,86846.3777812283,89380.6101602926,88783.5091645139,87572.8683355949,83600.5028299305,0,0,0,1,0,0,0,0,15,64755.7620777216,17516
"17445",17445,2015-06-03 17:00:00,34716.1730822765,33953.3580001916,54437.7402079491,88783.5091645139,87572.8683355949,83600.5028299305,64755.7620777216,0,0,0,1,0,0,0,0,13,55144.6102144971,17517
"17446",17446,2015-06-03 18:00:00,37870.3087153952,31542.9471864154,51510.0363023593,87572.8683355949,83600.5028299305,64755.7620777216,55144.6102144971,0,0,0,1,0,0,0,0,12.95,46699.0249487162,17518
"17447",17447,2015-06-03 19:00:00,37931.8217842321,30904.4839546946,46852.2773357322,83600.5028299305,64755.7620777216,55144.6102144971,46699.0249487162,0,0,0,1,0,0,0,0,12,50314.7737406495,17519
"17448",17448,2015-06-03 20:00:00,40234.0544424676,31290.5314901537,41295.1548799038,64755.7620777216,55144.6102144971,46699.0249487162,50314.7737406495,0,0,0,1,0,0,0,0,12,33752.1148137813,17520
"17449",17449,2015-06-03 21:00:00,39600.0986338944,25239.9787709398,31045.8049274966,55144.6102144971,46699.0249487162,50314.7737406495,33752.1148137813,0,0,0,1,0,0,0,0,12.75,31777.8634751631,17521
"17450",17450,2015-06-03 22:00:00,41224.3618222338,27509.8640395283,31676.8441681508,46699.0249487162,50314.7737406495,33752.1148137813,31777.8634751631,0,0,0,1,0,0,0,0,13,34524.7401697756,17522
"17451",17451,2015-06-03 23:00:00,41804.2285530366,25504.8561664917,32360.6467738849,50314.7737406495,33752.1148137813,31777.8634751631,34524.7401697756,0,0,0,1,0,0,0,0,13,34007.7122205,17523
"17452",17452,2015-06-04 00:00:00,41531.9271664182,29605.5506605917,31100.9545754193,33752.1148137813,31777.8634751631,34524.7401697756,34007.7122205,0,0,0,0,1,0,0,0,12.05,45834.3951320047,17524
"17453",17453,2015-06-04 01:00:00,41868.6581897925,34897.0002932539,39100.8352346709,31777.8634751631,34524.7401697756,34007.7122205,45834.3951320047,0,0,0,0,1,0,0,0,13,44590.3463432864,17525
"17454",17454,2015-06-04 02:00:00,41169.212174311,34743.7479062379,39791.0012613192,34524.7401697756,34007.7122205,45834.3951320047,44590.3463432864,0,0,0,0,1,0,0,0,13,45259.8312519636,17526
"17455",17455,2015-06-04 03:00:00,42337.9604822118,32775.3297034577,37787.053958435,34007.7122205,45834.3951320047,44590.3463432864,45259.8312519636,0,0,0,0,1,0,0,0,13.8,44931.054504732,17527
"17456",17456,2015-06-04 04:00:00,42146.5275697108,33323.9096147659,40150.7996855073,45834.3951320047,44590.3463432864,45259.8312519636,44931.054504732,0,0,0,0,1,0,0,0,13,47588.5781640081,17528
"17457",17457,2015-06-04 05:00:00,42797.9827857979,34028.9236235472,41779.0400119181,44590.3463432864,45259.8312519636,44931.054504732,47588.5781640081,0,0,0,0,1,0,0,0,13,67691.155116916,17529
